Timestamp,position,BLMTI.04L2.B1E10_TCTPH.4L2.B1
1459602068860,3.16,3.6200000000000004e-07
1459602068870,3.16,7.240000000000001e-07
1459602068880,3.16,7.240000000000001e-07
1459602068890,3.16,0.0
1459602068900,3.16,3.6200000000000004e-07
1459602068910,3.16,0.0
1459602068920,3.16,0.0
1459602068930,3.16,0.0
1459602068940,3.16,1.4480000000000002e-06
1459602068950,3.16,3.6200000000000004e-07
1459602068960,3.16,0.0
1459602068970,3.16,0.0
1459602068980,3.16,1.0859999999999999e-06
1459602068990,3.16,3.6200000000000004e-07
1459602069000,3.16,3.6200000000000004e-07
1459602069010,3.16,7.240000000000001e-07
1459602069020,3.16,0.0
1459602069030,3.16,7.240000000000001e-07
1459602069040,3.16,0.0
1459602069050,3.16,3.6200000000000004e-07
1459602069060,3.16,0.0
1459602069070,3.16,7.240000000000001e-07
1459602069080,3.16,3.6200000000000004e-07
1459602069090,3.16,0.0
1459602069100,3.16,3.6200000000000004e-07
1459602069110,3.16,0.0
1459602069120,3.16,7.240000000000001e-07
1459602069130,3.16,0.0
1459602069140,3.16,1.0859999999999999e-06
1459602069150,3.16,0.0
1459602069160,3.16,3.6200000000000004e-07
1459602069170,3.16,7.240000000000001e-07
1459602069180,3.16,0.0
1459602069190,3.16,1.4480000000000002e-06
1459602069200,3.16,0.0
1459602069210,3.16,0.0
1459602069220,3.16,0.0
1459602069230,3.16,3.6200000000000004e-07
1459602069240,3.16,0.0
1459602069250,3.16,3.6200000000000004e-07
1459602069260,3.16,7.240000000000001e-07
1459602069270,3.16,0.0
1459602069280,3.16,7.240000000000001e-07
1459602069290,3.16,7.240000000000001e-07
1459602069300,3.16,0.0
1459602069310,3.16,7.240000000000001e-07
1459602069320,3.16,7.240000000000001e-07
1459602069330,3.16,0.0
1459602069340,3.16,3.6200000000000004e-07
1459602069350,3.16,0.0
1459602069360,3.16,1.0859999999999999e-06
1459602069370,3.16,0.0
1459602069380,3.16,0.0
1459602069390,3.16,3.6200000000000004e-07
1459602069400,3.16,0.0
1459602069410,3.16,3.6200000000000004e-07
1459602069420,3.16,7.240000000000001e-07
1459602069430,3.16,7.240000000000001e-07
1459602069440,3.16,0.0
1459602069450,3.16,7.240000000000001e-07
1459602069460,3.16,0.0
1459602069470,3.16,3.6200000000000004e-07
1459602069480,3.16,0.0
1459602069490,3.16,0.0
1459602069500,3.16,3.6200000000000004e-07
1459602069510,3.16,3.6200000000000004e-07
1459602069520,3.16,3.6200000000000004e-07
1459602069530,3.16,0.0
1459602069540,3.16,7.240000000000001e-07
1459602069550,3.16,0.0
1459602069560,3.16,1.0859999999999999e-06
1459602069570,3.16,0.0
1459602069580,3.16,1.0859999999999999e-06
1459602069590,3.16,0.0
1459602069600,3.16,0.0
1459602069610,3.16,3.6200000000000004e-07
1459602069620,3.16,1.0859999999999999e-06
1459602069630,3.16,3.6200000000000004e-07
1459602069640,3.16,0.0
1459602069650,3.16,3.6200000000000004e-07
1459602069660,3.16,7.240000000000001e-07
1459602069670,3.16,0.0
1459602069680,3.16,3.6200000000000004e-07
1459602069690,3.16,7.240000000000001e-07
1459602069700,3.16,0.0
1459602069710,3.16,3.6200000000000004e-07
1459602069720,3.16,0.0
1459602069730,3.16,3.6200000000000004e-07
1459602069740,3.16,3.6200000000000004e-07
1459602069750,3.16,0.0
1459602069760,3.16,7.240000000000001e-07
1459602069770,3.16,0.0
1459602069780,3.16,3.6200000000000004e-07
1459602069790,3.16,0.0
1459602069800,3.16,7.240000000000001e-07
1459602069810,3.16,0.0
1459602069820,3.16,7.240000000000001e-07
1459602069830,3.16,3.6200000000000004e-07
1459602069840,3.16,0.0
1459602069850,3.16,0.0
1459602069860,3.16,3.6200000000000004e-07
1459602069870,3.16,3.6200000000000004e-07
1459602069880,3.16,7.240000000000001e-07
1459602069890,3.16,0.0
1459602069900,3.16,3.6200000000000004e-07
1459602069910,3.16,7.240000000000001e-07
1459602069920,3.16,1.0859999999999999e-06
1459602069930,3.16,0.0
1459602069940,3.16,0.0
1459602069950,3.16,0.0
1459602069960,3.16,7.240000000000001e-07
1459602069970,3.16,0.0
1459602069980,3.16,1.0859999999999999e-06
1459602069990,3.16,0.0
1459602070000,3.16,3.6200000000000004e-07
1459602070010,3.16,0.0
1459602070020,3.16,1.0859999999999999e-06
1459602070030,3.16,0.0
1459602070040,3.16,7.240000000000001e-07
1459602070050,3.16,0.0
1459602070060,3.16,3.6200000000000004e-07
1459602070070,3.16,3.6200000000000004e-07
1459602070080,3.16,3.6200000000000004e-07
1459602070090,3.16,3.6200000000000004e-07
1459602070100,3.16,3.6200000000000004e-07
1459602070110,3.16,0.0
1459602070120,3.16,3.6200000000000004e-07
1459602070130,3.16,0.0
1459602070140,3.16,3.6200000000000004e-07
1459602070150,3.16,3.6200000000000004e-07
1459602070160,3.16,7.240000000000001e-07
1459602070170,3.16,7.240000000000001e-07
1459602070180,3.16,0.0
1459602070190,3.16,3.6200000000000004e-07
1459602070200,3.16,7.240000000000001e-07
1459602070210,3.16,0.0
1459602070220,3.16,7.240000000000001e-07
1459602070230,3.16,0.0
1459602070240,3.16,7.240000000000001e-07
1459602070250,3.16,0.0
1459602070260,3.16,3.6200000000000004e-07
1459602070270,3.16,1.0859999999999999e-06
1459602070280,3.16,3.6200000000000004e-07
1459602070290,3.16,3.6200000000000004e-07
1459602070300,3.16,7.240000000000001e-07
1459602070310,3.16,0.0
1459602070320,3.16,0.0
1459602070330,3.16,3.6200000000000004e-07
1459602070340,3.16,0.0
1459602070350,3.16,0.0
1459602070360,3.16,7.240000000000001e-07
1459602070370,3.16,3.6200000000000004e-07
1459602070380,3.16,0.0
1459602070390,3.16,0.0
1459602070400,3.16,7.240000000000001e-07
1459602070410,3.16,7.240000000000001e-07
1459602070420,3.16,0.0
1459602070430,3.16,0.0
1459602070440,3.16,3.6200000000000004e-07
1459602070450,3.16,3.6200000000000004e-07
1459602070460,3.16,7.240000000000001e-07
1459602070470,3.16,0.0
1459602070480,3.16,3.6200000000000004e-07
1459602070490,3.16,7.240000000000001e-07
1459602070500,3.16,7.240000000000001e-07
1459602070510,3.16,0.0
1459602070520,3.16,3.6200000000000004e-07
1459602070530,3.16,0.0
1459602070540,3.16,3.6200000000000004e-07
1459602070550,3.16,0.0
1459602070560,3.16,1.4480000000000002e-06
1459602070570,3.16,0.0
1459602070580,3.16,0.0
1459602070590,3.16,3.6200000000000004e-07
1459602070600,3.16,3.6200000000000004e-07
1459602070610,3.16,0.0
1459602070620,3.16,3.6200000000000004e-07
1459602070630,3.16,7.240000000000001e-07
1459602070640,3.16,3.6200000000000004e-07
1459602070650,3.16,0.0
1459602070660,3.16,3.6200000000000004e-07
1459602070670,3.16,0.0
1459602070680,3.16,3.6200000000000004e-07
1459602070690,3.16,3.6200000000000004e-07
1459602070700,3.16,1.0859999999999999e-06
1459602070710,3.16,0.0
1459602070720,3.16,3.6200000000000004e-07
1459602070730,3.16,0.0
1459602070740,3.16,7.240000000000001e-07
1459602070750,3.16,0.0
1459602070760,3.16,7.240000000000001e-07
1459602070770,3.16,0.0
1459602070780,3.16,3.6200000000000004e-07
1459602070790,3.16,7.240000000000001e-07
1459602070800,3.16,7.240000000000001e-07
1459602070810,3.16,0.0
1459602070820,3.16,3.6200000000000004e-07
1459602070830,3.16,0.0
1459602070840,3.16,0.0
1459602070850,3.16,1.0859999999999999e-06
1459602070860,3.16,0.0
1459602070870,3.16,0.0
1459602070880,3.16,3.6200000000000004e-07
1459602070890,3.16,7.240000000000001e-07
1459602070900,3.16,3.6200000000000004e-07
1459602070910,3.16,0.0
1459602070920,3.16,3.6200000000000004e-07
1459602070930,3.16,3.6200000000000004e-07
1459602070940,3.16,7.240000000000001e-07
1459602070950,3.16,0.0
1459602070960,3.16,0.0
1459602070970,3.16,0.0
1459602070980,3.16,7.240000000000001e-07
1459602070990,3.16,0.0
1459602071000,3.16,0.0
1459602071010,3.16,0.0
1459602071020,3.16,7.240000000000001e-07
1459602071030,3.16,0.0
1459602071040,3.16,0.0
1459602071050,3.16,3.6200000000000004e-07
1459602071060,3.16,7.240000000000001e-07
1459602071070,3.16,0.0
1459602071080,3.16,3.6200000000000004e-07
1459602071090,3.16,0.0
1459602071100,3.16,7.240000000000001e-07
1459602071110,3.16,0.0
1459602071120,3.16,1.0859999999999999e-06
1459602071130,3.16,0.0
1459602071140,3.16,0.0
1459602071150,3.16,3.6200000000000004e-07
1459602071160,3.16,3.6200000000000004e-07
1459602071170,3.16,0.0
1459602071180,3.16,3.6200000000000004e-07
1459602071190,3.16,7.240000000000001e-07
1459602071200,3.16,3.6200000000000004e-07
1459602071210,3.16,3.6200000000000004e-07
1459602071220,3.16,3.6200000000000004e-07
1459602071230,3.16,0.0
1459602071240,3.16,7.240000000000001e-07
1459602071250,3.16,0.0
1459602071260,3.16,3.6200000000000004e-07
1459602071270,3.16,3.6200000000000004e-07
1459602071280,3.16,7.240000000000001e-07
1459602071290,3.16,0.0
1459602071300,3.16,7.240000000000001e-07
1459602071310,3.16,0.0
1459602071320,3.16,3.6200000000000004e-07
1459602071330,3.16,0.0
1459602071340,3.16,1.0859999999999999e-06
1459602071350,3.16,0.0
1459602071360,3.16,0.0
1459602071370,3.16,7.240000000000001e-07
1459602071380,3.16,3.6200000000000004e-07
1459602071390,3.16,1.0859999999999999e-06
1459602071400,3.16,0.0
1459602071410,3.16,1.0859999999999999e-06
1459602071420,3.16,0.0
1459602071430,3.16,7.240000000000001e-07
1459602071440,3.16,0.0
1459602071450,3.16,0.0
1459602071460,3.16,3.6200000000000004e-07
1459602071470,3.16,0.0
1459602071480,3.16,1.4480000000000002e-06
1459602071490,3.16,0.0
1459602071500,3.16,7.240000000000001e-07
1459602071510,3.16,3.6200000000000004e-07
1459602071520,3.16,3.6200000000000004e-07
1459602071530,3.16,0.0
1459602071540,3.16,1.0859999999999999e-06
1459602071550,3.16,0.0
1459602071560,3.16,7.240000000000001e-07
1459602071570,3.16,0.0
1459602071580,3.16,7.240000000000001e-07
1459602071590,3.16,0.0
1459602071600,3.16,3.6200000000000004e-07
1459602071610,3.16,7.240000000000001e-07
1459602071620,3.16,0.0
1459602071630,3.16,1.0859999999999999e-06
1459602071640,3.16,0.0
1459602071670,3.16,3.6200000000000004e-07
1459602071680,3.16,3.6200000000000004e-07
1459602071690,3.16,3.6200000000000004e-07
1459602071700,3.16,3.6200000000000004e-07
1459602071710,3.16,3.6200000000000004e-07
1459602071720,3.16,3.6200000000000004e-07
1459602071730,3.16,3.6200000000000004e-07
1459602071740,3.16,7.240000000000001e-07
1459602071750,3.16,0.0
1459602071760,3.16,1.0859999999999999e-06
1459602071770,3.16,0.0
1459602071780,3.16,1.0859999999999999e-06
1459602071790,3.16,0.0
1459602071800,3.16,1.0859999999999999e-06
1459602071810,3.16,0.0
1459602071820,3.16,7.240000000000001e-07
1459602071830,3.16,0.0
1459602071840,3.16,7.240000000000001e-07
1459602071850,3.16,0.0
