Timestamp,position,BLMTI.06L7.B2I10_TCLA.B6L7.B2
1469746298170,1.275,4.344e-05
1469746298180,1.275,8.1812e-05
1469746298190,1.275,9.0138e-05
1469746298200,1.275,6.4074e-05
1469746298210,1.275,3.6200000000000006e-05
1469746298220,1.275,3.0046e-05
1469746298230,1.275,2.7511999999999997e-05
1469746298240,1.275,3.1494e-05
1469746298250,1.275,2.896e-05
1469746298260,1.275,5.973e-05
1469746298270,1.275,9.1586e-05
1469746298280,1.275,8.036399999999999e-05
1469746298290,1.275,6.8056e-05
1469746298300,1.275,6.5884e-05
1469746298310,1.275,7.2038e-05
1469746298320,1.275,5.2128e-05
1469746298330,1.275,3.8734e-05
1469746298340,1.275,3.258e-05
1469746298350,1.275,6.335e-05
1469746298360,1.275,9.6654e-05
1469746298370,1.275,9.412e-05
1469746298380,1.275,4.0181999999999996e-05
1469746298390,1.275,2.9321999999999998e-05
1469746298400,1.275,3.2218e-05
1469746298410,1.275,3.8372e-05
1469746298420,1.275,4.4526e-05
1469746298430,1.275,4.163e-05
1469746298440,1.275,6.5884e-05
1469746298450,1.275,0.00011909799999999999
1469746298460,1.275,0.00015928
1469746298470,1.275,0.000109324
1469746298480,1.275,6.516e-05
1469746298490,1.275,4.344e-05
1469746298500,1.275,3.2942e-05
1469746298510,1.275,2.1358e-05
1469746298520,1.275,3.0408e-05
1469746298530,1.275,5.2852e-05
1469746298540,1.275,8.7242e-05
1469746298550,1.275,0.00011584
1469746298560,1.275,6.6608e-05
1469746298570,1.275,4.6698e-05
1469746298580,1.275,5.2852e-05
1469746298590,1.275,4.9232e-05
1469746298600,1.275,3.2218e-05
1469746298610,1.275,3.1856e-05
1469746298620,1.275,3.9458e-05
1469746298630,1.275,5.9368000000000005e-05
1469746298640,1.275,6.0816e-05
1469746298650,1.275,4.887e-05
1469746298660,1.275,3.8372e-05
1469746298670,1.275,3.8372e-05
1469746298680,1.275,3.982e-05
1469746298690,1.275,3.1132e-05
1469746298700,1.275,3.3666e-05
1469746298710,1.275,3.7648e-05
