Timestamp,position,BLMTI.04L7.B2I10_TCSG.A4L7.B2
1459607267530,8.27,0.0
1459607267540,8.27,3.6200000000000004e-07
1459607267550,8.27,7.240000000000001e-07
1459607267560,8.27,0.0
1459607267570,8.27,1.4480000000000002e-06
1459607267580,8.27,0.0
1459607267590,8.27,0.0
1459607267600,8.27,7.240000000000001e-07
1459607267610,8.27,0.0
1459607267620,8.27,7.240000000000001e-07
1459607267630,8.27,0.0
1459607267640,8.27,0.0
1459607267650,8.27,0.0
1459607267660,8.27,1.0859999999999999e-06
1459607267670,8.27,0.0
1459607267680,8.27,0.0
1459607267690,8.27,0.0
1459607267700,8.27,3.6200000000000004e-07
1459607267710,8.27,1.0859999999999999e-06
1459607267720,8.27,3.6200000000000004e-07
1459607267730,8.27,3.6200000000000004e-07
1459607267740,8.27,7.240000000000001e-07
1459607267750,8.27,2.1719999999999997e-06
1459607267760,8.27,0.0
1459607267770,8.27,0.0
1459607267780,8.27,0.0
1459607267790,8.27,1.0859999999999999e-06
1459607267800,8.27,0.0
1459607267810,8.27,0.0
1459607267820,8.27,7.240000000000001e-07
1459607267830,8.27,1.0859999999999999e-06
1459607267840,8.27,0.0
1459607267850,8.27,0.0
1459607267860,8.27,3.6200000000000004e-07
1459607267870,8.27,7.240000000000001e-07
1459607267880,8.27,0.0
1459607267890,8.27,7.240000000000001e-07
1459607267900,8.27,0.0
1459607267910,8.27,3.6200000000000004e-07
1459607267920,8.27,3.6200000000000004e-07
1459607267930,8.27,3.6200000000000004e-07
1459607267940,8.27,0.0
1459607267950,8.27,3.6200000000000004e-07
1459607267960,8.27,0.0
1459607267970,8.27,0.0
1459607267980,8.27,3.6200000000000004e-07
1459607267990,8.27,7.240000000000001e-07
1459607268000,8.27,7.240000000000001e-07
1459607268010,8.27,1.4480000000000002e-06
1459607268020,8.27,3.6200000000000004e-07
1459607268030,8.27,0.0
1459607268040,8.27,0.0
1459607268050,8.27,0.0
1459607268060,8.27,3.6200000000000004e-07
1459607268070,8.27,3.6200000000000004e-07
1459607268080,8.27,7.240000000000001e-07
1459607268090,8.27,1.0859999999999999e-06
1459607268100,8.27,3.6200000000000004e-07
1459607268110,8.27,1.4480000000000002e-06
1459607268120,8.27,0.0
1459607268130,8.27,3.6200000000000004e-07
1459607268140,8.27,0.0
1459607268150,8.27,1.4480000000000002e-06
1459607268160,8.27,0.0
1459607268170,8.27,3.6200000000000004e-07
1459607268180,8.27,3.6200000000000004e-07
1459607268190,8.27,1.4480000000000002e-06
1459607268200,8.27,0.0
1459607268210,8.27,0.0
1459607268220,8.27,3.6200000000000004e-07
1459607268230,8.27,0.0
1459607268240,8.27,0.0
1459607268250,8.27,1.0859999999999999e-06
1459607268260,8.27,3.6200000000000004e-07
1459607268270,8.27,3.6200000000000004e-07
1459607268280,8.27,3.6200000000000004e-07
1459607268290,8.27,1.0859999999999999e-06
1459607268300,8.27,0.0
1459607268310,8.27,7.240000000000001e-07
1459607268320,8.27,0.0
1459607268330,8.27,3.6200000000000004e-07
1459607268340,8.27,0.0
1459607268350,8.27,3.6200000000000004e-07
1459607268360,8.27,0.0
1459607268370,8.27,0.0
1459607268380,8.27,1.4480000000000002e-06
1459607268390,8.27,3.6200000000000004e-07
1459607268400,8.27,7.240000000000001e-07
1459607268410,8.27,7.240000000000001e-07
1459607268420,8.27,0.0
1459607268430,8.27,0.0
1459607268440,8.27,7.240000000000001e-07
1459607268450,8.27,3.6200000000000004e-07
1459607268460,8.27,0.0
1459607268470,8.27,1.4480000000000002e-06
1459607268480,8.27,0.0
1459607268490,8.27,0.0
1459607268500,8.27,0.0
1459607268510,8.27,3.6200000000000004e-07
1459607268520,8.27,0.0
1459607268530,8.27,0.0
1459607268540,8.27,7.240000000000001e-07
1459607268550,8.27,0.0
1459607268560,8.27,7.240000000000001e-07
1459607268570,8.27,7.240000000000001e-07
1459607268580,8.27,3.6200000000000004e-07
1459607268590,8.27,0.0
1459607268600,8.27,3.6200000000000004e-07
1459607268610,8.27,3.6200000000000004e-07
1459607268620,8.27,0.0
1459607268630,8.27,7.240000000000001e-07
1459607268640,8.27,0.0
1459607268650,8.27,3.6200000000000004e-07
1459607268660,8.27,0.0
1459607268670,8.27,1.0859999999999999e-06
1459607268680,8.27,0.0
1459607268690,8.27,3.6200000000000004e-07
1459607268700,8.27,1.0859999999999999e-06
1459607268710,8.27,3.6200000000000004e-07
1459607268720,8.27,0.0
1459607268730,8.27,7.240000000000001e-07
1459607268740,8.27,0.0
1459607268750,8.27,1.4480000000000002e-06
1459607268760,8.27,0.0
1459607268770,8.27,0.0
1459607268780,8.27,0.0
1459607268790,8.27,3.6200000000000004e-07
1459607268800,8.27,0.0
1459607268810,8.27,7.240000000000001e-07
1459607268820,8.27,3.6200000000000004e-07
1459607268830,8.27,7.240000000000001e-07
1459607268840,8.27,0.0
1459607268850,8.27,7.240000000000001e-07
1459607268860,8.27,7.240000000000001e-07
1459607268870,8.27,7.240000000000001e-07
1459607268880,8.27,3.6200000000000004e-07
1459607268890,8.27,3.6200000000000004e-07
1459607268900,8.27,0.0
1459607268910,8.27,7.240000000000001e-07
1459607268920,8.27,3.6200000000000004e-07
1459607268930,8.27,3.6200000000000004e-07
1459607268940,8.27,1.4480000000000002e-06
1459607268950,8.27,0.0
1459607268960,8.27,0.0
1459607268970,8.27,3.6200000000000004e-07
1459607268980,8.27,7.240000000000001e-07
1459607268990,8.27,3.6200000000000004e-07
1459607269000,8.27,1.4480000000000002e-06
1459607269010,8.27,0.0
1459607269020,8.27,0.0
1459607269030,8.27,0.0
1459607269040,8.27,3.6200000000000004e-07
1459607269050,8.27,7.240000000000001e-07
1459607269060,8.27,7.240000000000001e-07
1459607269070,8.27,3.6200000000000004e-07
1459607269080,8.27,0.0
1459607269090,8.27,3.6200000000000004e-07
1459607269100,8.27,0.0
1459607269110,8.27,2.1719999999999997e-06
1459607269120,8.27,0.0
1459607269130,8.27,0.0
1459607269140,8.27,0.0
1459607269150,8.27,0.0
1459607269160,8.27,3.6200000000000004e-07
1459607269170,8.27,3.6200000000000004e-07
1459607269180,8.27,2.1719999999999997e-06
1459607269190,8.27,0.0
1459607269200,8.27,3.6200000000000004e-07
1459607269210,8.27,0.0
1459607269220,8.27,0.0
1459607269230,8.27,0.0
1459607269240,8.27,7.240000000000001e-07
1459607269250,8.27,0.0
1459607269260,8.27,0.0
1459607269270,8.27,7.240000000000001e-07
1459607269280,8.27,3.6200000000000004e-07
1459607269290,8.27,0.0
1459607269300,8.27,1.0859999999999999e-06
1459607269310,8.27,7.240000000000001e-07
1459607269320,8.27,7.240000000000001e-07
1459607269330,8.27,0.0
1459607269340,8.27,0.0
1459607269350,8.27,0.0
1459607269360,8.27,3.6200000000000004e-07
1459607269370,8.27,1.81e-06
1459607269380,8.27,0.0
1459607269390,8.27,3.6200000000000004e-07
1459607269400,8.27,0.0
1459607269410,8.27,7.240000000000001e-07
1459607269420,8.27,1.0859999999999999e-06
1459607269430,8.27,3.6200000000000004e-07
1459607269440,8.27,0.0
1459607269450,8.27,0.0
1459607269460,8.27,0.0
1459607269470,8.27,3.6200000000000004e-07
1459607269480,8.27,0.0
1459607269490,8.27,3.6200000000000004e-07
1459607269500,8.27,1.0859999999999999e-06
1459607269510,8.27,0.0
1459607269520,8.27,3.6200000000000004e-07
1459607269530,8.27,0.0
1459607269540,8.27,0.0
1459607269550,8.27,0.0
1459607269560,8.27,0.0
1459607269570,8.27,0.0
1459607269580,8.27,0.0
1459607269590,8.27,0.0
1459607269600,8.27,0.0
1459607269610,8.27,0.0
1459607269620,8.27,0.0
1459607269630,8.27,0.0
1459607269640,8.27,0.0
1459607269650,8.27,0.0
1459607269660,8.27,0.0
1459607269670,8.27,0.0
1459607269680,8.27,7.240000000000001e-07
1459607269690,8.27,1.0859999999999999e-06
1459607269700,8.27,0.0
1459607269710,8.27,1.4480000000000002e-06
1459607269720,8.27,3.6200000000000004e-07
1459607269730,8.27,7.240000000000001e-07
1459607269740,8.27,3.6200000000000004e-07
1459607269750,8.27,3.6200000000000004e-07
1459607269760,8.27,7.240000000000001e-07
1459607269770,8.27,0.0
1459607269780,8.27,0.0
1459607269790,8.27,0.0
1459607269800,8.27,0.0
1459607269810,8.27,3.6200000000000004e-07
1459607269820,8.27,7.240000000000001e-07
1459607269830,8.27,1.0859999999999999e-06
1459607269840,8.27,0.0
1459607269850,8.27,7.240000000000001e-07
1459607269860,8.27,0.0
1459607269870,8.27,1.0859999999999999e-06
1459607269880,8.27,0.0
1459607269890,8.27,1.0859999999999999e-06
1459607269900,8.27,3.6200000000000004e-07
1459607269910,8.27,7.240000000000001e-07
1459607269920,8.27,3.6200000000000004e-07
1459607269930,8.27,0.0
1459607269940,8.27,0.0
1459607269950,8.27,1.81e-06
1459607269960,8.27,0.0
1459607269970,8.27,3.6200000000000004e-07
1459607269980,8.27,7.240000000000001e-07
1459607269990,8.27,7.240000000000001e-07
1459607270000,8.27,0.0
1459607270010,8.27,0.0
1459607270020,8.27,7.240000000000001e-07
1459607270030,8.27,0.0
1459607270040,8.27,0.0
1459607270050,8.27,7.240000000000001e-07
1459607270060,8.27,0.0
1459607270070,8.27,1.0859999999999999e-06
1459607270080,8.27,0.0
1459607270090,8.27,1.4480000000000002e-06
1459607270100,8.27,0.0
1459607270110,8.27,1.4480000000000002e-06
1459607270120,8.27,0.0
1459607270130,8.27,3.6200000000000004e-07
1459607270140,8.27,0.0
1459607270150,8.27,7.240000000000001e-07
1459607270160,8.27,0.0
1459607270170,8.27,3.6200000000000004e-07
1459607270180,8.27,3.6200000000000004e-07
1459607270190,8.27,3.6200000000000004e-07
1459607270200,8.27,0.0
1459607270210,8.27,3.6200000000000004e-07
1459607270220,8.27,3.6200000000000004e-07
1459607270230,8.27,0.0
1459607270240,8.27,0.0
1459607270250,8.27,1.0859999999999999e-06
1459607270260,8.27,0.0
1459607270270,8.27,7.240000000000001e-07
1459607270280,8.27,3.6200000000000004e-07
1459607270290,8.27,7.240000000000001e-07
1459607270300,8.27,3.6200000000000004e-07
1459607270310,8.27,3.6200000000000004e-07
1459607270320,8.27,0.0
1459607270330,8.27,1.4480000000000002e-06
1459607270340,8.27,0.0
1459607270350,8.27,0.0
1459607270360,8.27,3.6200000000000004e-07
1459607270370,8.05,1.0859999999999999e-06
1459607270380,8.05,0.0
1459607270390,8.05,0.0
1459607270400,8.05,0.0
1459607270410,8.05,7.240000000000001e-07
1459607270420,8.05,0.0
1459607270430,8.05,1.81e-06
1459607270440,8.05,0.0
1459607270450,8.05,7.240000000000001e-07
1459607270460,8.05,0.0
1459607270470,8.05,0.0
1459607270480,8.05,0.0
1459607270490,8.05,1.0859999999999999e-06
1459607270500,8.05,1.0859999999999999e-06
1459607270510,8.05,3.6200000000000004e-07
1459607270520,8.05,0.0
1459607270530,8.05,7.240000000000001e-07
1459607270540,8.05,0.0
1459607270550,8.05,0.0
1459607270560,8.05,0.0
1459607270570,8.05,1.4480000000000002e-06
1459607270580,8.05,0.0
1459607270590,8.05,1.0859999999999999e-06
1459607270600,8.05,0.0
1459607270610,8.05,0.0
1459607270620,8.05,0.0
1459607270630,8.05,3.6200000000000004e-07
1459607270640,8.05,1.81e-06
1459607270650,8.05,0.0
1459607270660,8.05,0.0
1459607270670,8.05,0.0
1459607270680,8.05,0.0
1459607270690,8.05,7.240000000000001e-07
1459607270700,8.05,0.0
1459607270710,8.05,3.6200000000000004e-07
1459607270720,8.05,0.0
1459607270730,8.05,1.0859999999999999e-06
1459607270740,8.05,0.0
1459607270750,8.05,7.240000000000001e-07
1459607270760,8.05,0.0
1459607270770,8.05,7.240000000000001e-07
1459607270780,8.05,0.0
1459607270790,8.05,7.240000000000001e-07
1459607270800,8.05,3.6200000000000004e-07
1459607270810,8.05,3.6200000000000004e-07
1459607270820,8.05,7.240000000000001e-07
1459607270830,8.05,3.6200000000000004e-07
1459607270840,8.05,1.0859999999999999e-06
1459607270850,8.05,7.240000000000001e-07
1459607270860,8.05,0.0
1459607270870,8.05,0.0
1459607270880,8.05,3.6200000000000004e-07
1459607270890,8.05,1.4480000000000002e-06
1459607270900,8.05,0.0
1459607270910,8.05,0.0
1459607270920,8.05,7.240000000000001e-07
1459607270930,8.05,0.0
1459607270940,8.05,7.240000000000001e-07
1459607270950,8.05,3.6200000000000004e-07
1459607270960,8.05,3.6200000000000004e-07
1459607270970,8.05,0.0
1459607270980,8.05,3.6200000000000004e-07
1459607270990,8.05,1.0859999999999999e-06
1459607271000,8.05,0.0
1459607271010,8.05,1.0859999999999999e-06
1459607271020,8.05,7.240000000000001e-07
1459607271030,8.05,3.6200000000000004e-07
1459607271040,8.05,0.0
1459607271050,8.05,0.0
1459607271060,8.05,0.0
1459607271070,8.05,7.240000000000001e-07
1459607271080,8.05,3.6200000000000004e-07
1459607271090,8.05,1.0859999999999999e-06
1459607271100,8.05,0.0
1459607271110,8.05,3.6200000000000004e-07
1459607271120,8.05,7.240000000000001e-07
1459607271130,8.05,7.240000000000001e-07
1459607271140,8.05,3.6200000000000004e-07
1459607271150,8.05,7.240000000000001e-07
1459607271160,8.05,0.0
1459607271170,8.05,7.240000000000001e-07
1459607271180,8.05,0.0
1459607271190,8.05,1.4480000000000002e-06
1459607271200,8.05,7.240000000000001e-07
1459607271210,8.05,3.6200000000000004e-07
1459607271220,8.05,0.0
1459607271230,8.05,1.4480000000000002e-06
1459607271240,8.05,0.0
1459607271250,8.05,3.6200000000000004e-07
1459607271260,8.05,3.6200000000000004e-07
1459607271270,8.05,3.6200000000000004e-07
1459607271280,8.05,3.6200000000000004e-07
1459607271290,8.05,7.240000000000001e-07
1459607271300,8.05,7.240000000000001e-07
1459607271310,8.05,7.240000000000001e-07
1459607271320,8.05,0.0
1459607271330,8.05,0.0
1459607271340,8.05,1.0859999999999999e-06
1459607271350,8.05,7.240000000000001e-07
1459607271360,8.05,0.0
1459607271370,8.05,3.6200000000000004e-07
1459607271380,8.05,3.6200000000000004e-07
1459607271390,8.05,1.0859999999999999e-06
1459607271400,8.05,1.0859999999999999e-06
1459607271410,8.05,0.0
1459607271420,8.05,0.0
1459607271430,8.05,1.4480000000000002e-06
1459607271440,8.05,0.0
1459607271450,8.05,1.0859999999999999e-06
1459607271460,8.05,0.0
1459607271470,8.05,7.240000000000001e-07
1459607271480,8.05,3.6200000000000004e-07
1459607271490,8.05,7.240000000000001e-07
1459607271500,8.05,1.0859999999999999e-06
1459607271510,8.05,0.0
1459607271520,8.05,0.0
1459607271530,8.05,3.6200000000000004e-07
1459607271540,8.05,0.0
1459607271550,8.05,3.6200000000000004e-07
1459607271560,8.05,7.240000000000001e-07
1459607271570,8.05,1.0859999999999999e-06
1459607271580,8.05,7.240000000000001e-07
1459607271590,8.05,2.1719999999999997e-06
1459607271600,8.05,7.240000000000001e-07
1459607271610,8.05,0.0
1459607271620,8.05,0.0
1459607271630,8.05,7.240000000000001e-07
1459607271640,8.05,0.0
1459607271650,8.05,0.0
1459607271660,8.05,0.0
1459607271670,8.05,3.6200000000000004e-07
1459607271680,8.05,3.6200000000000004e-07
1459607271690,8.05,1.0859999999999999e-06
1459607271700,8.05,0.0
1459607271710,8.05,0.0
1459607271720,8.05,7.240000000000001e-07
1459607271730,8.05,7.240000000000001e-07
1459607271740,8.05,0.0
1459607271750,8.05,7.240000000000001e-07
1459607271760,8.05,0.0
1459607271770,8.05,0.0
1459607271780,8.05,0.0
1459607271790,8.05,1.0859999999999999e-06
1459607271800,8.05,1.4480000000000002e-06
1459607271810,8.05,7.240000000000001e-07
1459607271820,8.05,0.0
1459607271830,8.05,1.0859999999999999e-06
1459607271840,8.05,0.0
1459607271850,8.05,1.0859999999999999e-06
1459607271860,8.05,0.0
1459607271870,8.05,0.0
1459607271880,8.05,0.0
1459607271890,8.05,0.0
1459607271900,8.05,0.0
1459607271910,8.05,1.0859999999999999e-06
1459607271920,8.05,0.0
1459607271930,8.05,0.0
1459607271940,8.05,3.6200000000000004e-07
1459607271950,8.05,7.240000000000001e-07
1459607271960,8.05,1.0859999999999999e-06
1459607271970,8.05,7.240000000000001e-07
1459607271980,8.05,0.0
1459607271990,8.05,0.0
1459607272000,8.05,3.6200000000000004e-07
1459607272010,8.05,1.4480000000000002e-06
1459607272020,8.05,3.6200000000000004e-07
1459607272030,8.05,0.0
1459607272040,8.05,0.0
1459607272050,8.05,7.240000000000001e-07
1459607272060,8.05,0.0
1459607272070,8.05,7.240000000000001e-07
1459607272080,8.05,0.0
1459607272090,8.05,7.240000000000001e-07
1459607272100,8.05,3.6200000000000004e-07
1459607272110,8.05,7.240000000000001e-07
1459607272120,8.05,7.240000000000001e-07
1459607272130,8.05,1.0859999999999999e-06
1459607272140,8.05,0.0
1459607272150,8.05,0.0
1459607272160,8.05,0.0
1459607272170,8.05,3.6200000000000004e-07
1459607272180,8.05,7.240000000000001e-07
1459607272190,8.05,3.6200000000000004e-07
1459607272200,8.05,2.5340000000000002e-06
1459607272210,8.05,0.0
1459607272220,8.05,0.0
1459607272230,8.05,0.0
1459607272240,8.05,3.6200000000000004e-07
1459607272250,8.05,0.0
1459607272260,8.05,1.0859999999999999e-06
1459607272270,8.05,0.0
1459607272280,8.05,7.240000000000001e-07
1459607272290,8.05,0.0
1459607272300,8.05,3.6200000000000004e-07
1459607272310,8.05,3.6200000000000004e-07
1459607272320,8.05,0.0
1459607272330,8.05,1.0859999999999999e-06
1459607272340,8.05,7.240000000000001e-07
1459607272350,8.05,0.0
1459607272360,8.05,3.6200000000000004e-07
1459607272370,8.05,0.0
1459607272380,8.05,7.240000000000001e-07
1459607272390,8.05,7.240000000000001e-07
1459607272400,8.05,3.6200000000000004e-07
1459607272410,8.05,0.0
1459607272420,8.05,1.4480000000000002e-06
1459607272430,8.05,3.6200000000000004e-07
1459607272440,8.05,7.240000000000001e-07
1459607272450,8.05,7.240000000000001e-07
1459607272460,8.05,7.240000000000001e-07
1459607272470,8.05,7.240000000000001e-07
1459607272480,8.05,0.0
1459607272490,8.05,1.0859999999999999e-06
1459607272500,8.05,0.0
1459607272510,8.05,3.6200000000000004e-07
1459607272520,8.05,1.0859999999999999e-06
1459607272530,8.05,0.0
1459607272540,8.05,0.0
1459607272550,8.05,1.4480000000000002e-06
1459607272560,8.05,3.6200000000000004e-07
1459607272570,8.05,3.6200000000000004e-07
1459607272580,8.05,3.6200000000000004e-07
1459607272590,8.05,0.0
1459607272600,8.05,1.0859999999999999e-06
1459607272610,8.05,0.0
1459607272620,8.05,0.0
1459607272630,8.05,7.240000000000001e-07
1459607272640,8.05,7.240000000000001e-07
1459607272650,8.05,7.240000000000001e-07
1459607272660,8.05,7.240000000000001e-07
1459607272670,8.05,3.6200000000000004e-07
1459607272680,8.05,7.240000000000001e-07
1459607272690,8.05,0.0
1459607272700,8.05,0.0
1459607272710,8.05,1.0859999999999999e-06
1459607272720,8.05,0.0
1459607272730,8.05,7.240000000000001e-07
1459607272740,8.05,0.0
1459607272750,8.05,0.0
1459607272760,8.05,7.240000000000001e-07
1459607272770,8.05,0.0
1459607272780,8.05,7.240000000000001e-07
1459607272790,8.05,1.4480000000000002e-06
1459607272800,8.05,0.0
1459607272810,8.05,0.0
1459607272820,8.05,0.0
1459607272830,8.05,7.240000000000001e-07
1459607272840,8.05,0.0
1459607272850,8.05,0.0
1459607272860,8.05,3.6200000000000004e-07
1459607272870,8.05,3.6200000000000004e-07
1459607272880,8.05,0.0
1459607272890,8.05,1.4480000000000002e-06
1459607272900,8.05,3.6200000000000004e-07
1459607272910,8.05,3.6200000000000004e-07
1459607272920,8.05,0.0
1459607272930,8.05,7.240000000000001e-07
1459607272940,8.05,7.240000000000001e-07
1459607272950,8.05,0.0
1459607272960,8.05,3.6200000000000004e-07
1459607272970,8.05,7.240000000000001e-07
1459607272980,8.05,3.6200000000000004e-07
1459607272990,8.05,7.240000000000001e-07
1459607273000,8.05,3.6200000000000004e-07
1459607273010,8.05,7.240000000000001e-07
1459607273020,8.05,3.6200000000000004e-07
1459607273030,8.05,7.240000000000001e-07
1459607273040,8.05,0.0
1459607273050,8.05,7.240000000000001e-07
1459607273060,8.05,3.6200000000000004e-07
1459607273070,8.05,1.4480000000000002e-06
1459607273080,8.05,0.0
1459607273090,8.05,7.240000000000001e-07
1459607273100,8.05,3.6200000000000004e-07
1459607273110,8.05,0.0
1459607273120,8.05,3.6200000000000004e-07
1459607273130,8.05,1.0859999999999999e-06
1459607273140,8.05,3.6200000000000004e-07
1459607273150,8.05,1.4480000000000002e-06
1459607273160,8.05,0.0
1459607273170,8.05,3.6200000000000004e-07
1459607273180,8.05,0.0
1459607273190,8.05,7.240000000000001e-07
1459607273200,8.05,0.0
1459607273210,8.05,3.6200000000000004e-07
1459607273220,8.05,1.4480000000000002e-06
1459607273230,8.05,0.0
1459607273240,8.05,3.6200000000000004e-07
1459607273250,8.05,1.81e-06
1459607273260,8.05,0.0
1459607273270,8.05,0.0
1459607273280,8.05,0.0
1459607273290,8.05,0.0
1459607273300,8.05,3.6200000000000004e-07
1459607273310,8.05,3.6200000000000004e-07
1459607273320,8.05,3.6200000000000004e-07
1459607273330,8.05,3.6200000000000004e-07
1459607273340,8.05,7.240000000000001e-07
1459607273350,8.05,0.0
1459607273360,8.05,3.6200000000000004e-07
1459607273370,8.05,3.6200000000000004e-07
1459607273380,8.05,3.6200000000000004e-07
1459607273390,8.05,7.240000000000001e-07
1459607273400,8.05,3.6200000000000004e-07
1459607273410,8.05,1.0859999999999999e-06
1459607273420,8.05,0.0
1459607273430,8.05,1.0859999999999999e-06
1459607273440,8.05,0.0
1459607273450,8.05,0.0
1459607273460,8.05,7.240000000000001e-07
1459607273470,8.05,3.6200000000000004e-07
1459607273480,8.05,0.0
1459607273490,8.05,1.0859999999999999e-06
1459607273500,8.05,1.0859999999999999e-06
